item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_race,offender_gender,offender_age,offender_number,person_type,victim_race,victim_gender,victim_age,victim_number,victim_fatal_status,hate_crime,report_type,year,offenderid,offenderstatus,persontype,Signal Code
G-33239-18,4,Dover Pl & Woodland Dr,OPEN,37,AGGRAVATED ASSAULT,2018-07-27 01:23:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,41.0,1.0,Non-fatal,,Incident Report,2018,,,,34S
G-33239-18,4,Dover Pl & Woodland Dr,OPEN,37,AGGRAVATED ASSAULT,2018-07-27 01:23:00,14 37.1,ASSAULT BY DRIVE BY SHOOTING,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,12.0,3.0,Non-fatal,,Incident Report,2018,,,,34S
G-33239-18,4,Dover Pl & Woodland Dr,OPEN,37,AGGRAVATED ASSAULT,2018-07-27 01:23:00,14 37.1,ASSAULT BY DRIVE BY SHOOTING,BLACK,MALE,,2.0,VICTIM,BLACK,FEMALE,12.0,3.0,Non-fatal,,Incident Report,2018,,,,34S
G-33239-18,4,Dover Pl & Woodland Dr,OPEN,37,AGGRAVATED ASSAULT,2018-07-27 01:23:00,14 37.1,ASSAULT BY DRIVE BY SHOOTING,BLACK,MALE,,2.0,VICTIM,BLACK,FEMALE,41.0,1.0,Non-fatal,,Incident Report,2018,,,,34S
G-33239-18,4,Dover Pl & Woodland Dr,OPEN,37,AGGRAVATED ASSAULT,2018-07-27 01:23:00,14 37.1,ASSAULT BY DRIVE BY SHOOTING,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,41.0,1.0,Non-fatal,,Incident Report,2018,,,,34S
G-33239-18,4,Dover Pl & Woodland Dr,OPEN,37,AGGRAVATED ASSAULT,2018-07-27 01:23:00,14 37.1,ASSAULT BY DRIVE BY SHOOTING,BLACK,MALE,,2.0,VICTIM,BLACK,MALE,32.0,2.0,Non-fatal,,Incident Report,2018,,,,34S
G-33239-18,4,Dover Pl & Woodland Dr,OPEN,37,AGGRAVATED ASSAULT,2018-07-27 01:23:00,14 37.1,ASSAULT BY DRIVE BY SHOOTING,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,2.0,4.0,Non-fatal,,Incident Report,2018,,,,34S
F-36064-18,1,Bienville St & Crozat St,CLOSED,966,DRUG LAW VIOLATION,2018-06-29 18:35:00,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,33.0,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,966
F-36064-18,1,Bienville St & Crozat St,CLOSED,966,DRUG LAW VIOLATION,2018-06-29 18:35:00,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,BLACK,MALE,33.0,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,966
E-31046-18,8,5XX Tchoupitoulas St,OPEN,65P,PROPERTY SNATCHING,2018-05-25 01:15:00,14 65.1,PURSE SNATCHING,BLACK,MALE,,1.0,VICTIM,WHITE,FEMALE,,2.0,Non-fatal,,Supplemental Report,2018,,,,65
E-31046-18,8,5XX Tchoupitoulas St,OPEN,65P,PROPERTY SNATCHING,2018-05-25 01:15:00,14 65.1,PURSE SNATCHING,BLACK,MALE,,1.0,VICTIM,WHITE,FEMALE,,1.0,Non-fatal,,Supplemental Report,2018,,,,65
G-02727-18,6,30XX 1st St,OPEN,95,ILLEGAL CARRYING OF A WEAPON,2018-07-03 12:04:00,14 95.1,POSSESSION OF FIREARM BY FELON,BLACK,MALE,40.0,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,95
G-02727-18,6,30XX 1st St,OPEN,95,ILLEGAL CARRYING OF A WEAPON,2018-07-03 12:04:00,40 1023,PROHIBITED ACTS - DRUG PARAPHENALIA,BLACK,MALE,40.0,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,95
G-02727-18,6,30XX 1st St,OPEN,95,ILLEGAL CARRYING OF A WEAPON,2018-07-03 12:04:00,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,BLACK,MALE,40.0,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,95
G-02727-18,6,30XX 1st St,OPEN,95,ILLEGAL CARRYING OF A WEAPON,2018-07-03 12:04:00,14 95.E,ILLEGAL CARRYING OF A WEAPON WHILE IN POSSESSION OF NARCOTICS,BLACK,MALE,40.0,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,95
E-06851-18,8,11XX Decatur St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-05-06 02:00:00,,,,,,,VICTIM,,,,3.0,Non-fatal,,Supplemental Report,2018,,,,34S
E-06851-18,8,11XX Decatur St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-05-06 02:00:00,,,,,,,VICTIM,,,,2.0,Non-fatal,,Supplemental Report,2018,,,,34S
E-06851-18,8,11XX Decatur St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-05-06 02:00:00,,,,,,,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,34S
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,,,WHITE,MALE,26.0,3.0,WITNESS,BLACK,MALE,34.0,1.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 67,THEFT,WHITE,MALE,26.0,3.0,VICTIM,BLACK,MALE,34.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,,,WHITE,MALE,25.0,1.0,VICTIM,WHITE,FEMALE,29.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 35,SIMPLE BATTERY,WHITE,MALE,17.0,2.0,VICTIM,BLACK,MALE,34.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,,,WHITE,MALE,24.0,4.0,VICTIM,WHITE,FEMALE,29.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 35,SIMPLE BATTERY,WHITE,MALE,24.0,4.0,VICTIM,BLACK,MALE,32.0,1.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 34.1,SECOND DEGREE BATTERY,WHITE,MALE,24.0,4.0,VICTIM,BLACK,MALE,34.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 67,THEFT,WHITE,MALE,25.0,1.0,VICTIM,BLACK,MALE,34.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 67,THEFT,WHITE,MALE,17.0,2.0,VICTIM,BLACK,MALE,34.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 34.1,SECOND DEGREE BATTERY,WHITE,MALE,17.0,2.0,VICTIM,BLACK,MALE,32.0,1.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 35,SIMPLE BATTERY,WHITE,MALE,25.0,1.0,VICTIM,BLACK,MALE,34.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 35,SIMPLE BATTERY,WHITE,MALE,26.0,3.0,VICTIM,BLACK,MALE,34.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,,,WHITE,MALE,17.0,2.0,WITNESS,BLACK,MALE,34.0,1.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 34.1,SECOND DEGREE BATTERY,WHITE,MALE,26.0,3.0,VICTIM,BLACK,MALE,32.0,1.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,,,WHITE,MALE,26.0,3.0,VICTIM,WHITE,FEMALE,29.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 34.1,SECOND DEGREE BATTERY,WHITE,MALE,25.0,1.0,VICTIM,BLACK,MALE,32.0,1.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,,,WHITE,MALE,17.0,2.0,VICTIM,WHITE,FEMALE,29.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,14 67,THEFT,WHITE,MALE,24.0,4.0,VICTIM,BLACK,MALE,34.0,2.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,,,WHITE,MALE,24.0,4.0,WITNESS,BLACK,MALE,34.0,1.0,Non-fatal,,Incident Report,2018,,,,35
G-37709-18,8,1XX Canal St,CLOSED,35,SIMPLE BATTERY,2018-07-30 20:40:00,,,WHITE,MALE,25.0,1.0,WITNESS,BLACK,MALE,34.0,1.0,Non-fatal,,Incident Report,2018,,,,35
G-30972-18,2,33XX Short St,OPEN,37,AGGRAVATED ASSAULT,2018-07-25 11:35:00,14 37,AGG. ASSAULT,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,17.0,1.0,Non-fatal,,Incident Report,2018,,,,34S
G-30972-18,2,33XX Short St,OPEN,37,AGGRAVATED ASSAULT,2018-07-25 11:35:00,,,BLACK,MALE,,1.0,WITNESS,BLACK,MALE,50.0,1.0,Non-fatal,,Incident Report,2018,,,,34S
G-30972-18,2,33XX Short St,OPEN,37,AGGRAVATED ASSAULT,2018-07-25 11:35:00,,,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,28.0,2.0,Non-fatal,,Incident Report,2018,,,,34S
G-30972-18,2,33XX Short St,OPEN,37,AGGRAVATED ASSAULT,2018-07-25 11:35:00,,,BLACK,MALE,,1.0,WITNESS,BLACK,MALE,25.0,2.0,Non-fatal,,Incident Report,2018,,,,34S
G-29915-18,7,88XX Bunker Hill Rd,OPEN,64G,ARMED ROBBERY (GUN),2018-07-24 14:00:00,,,BLACK,MALE,,1.0,INTERVIEW,BLACK,FEMALE,64.0,3.0,Non-fatal,,Incident Report,2018,,,,64G
G-29915-18,7,88XX Bunker Hill Rd,OPEN,64G,ARMED ROBBERY (GUN),2018-07-24 14:00:00,,,BLACK,MALE,,1.0,WITNESS,BLACK,MALE,50.0,2.0,Non-fatal,,Incident Report,2018,,,,64G
G-29915-18,7,88XX Bunker Hill Rd,OPEN,64G,ARMED ROBBERY (GUN),2018-07-24 14:00:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,72.0,1.0,Non-fatal,,Incident Report,2018,,,,64G
E-06918-18,8,S Rampart St & Poydras St,OPEN,27-64G,ATTEMPTED ARMED ROBBERY (GUN),2018-05-06 03:30:00,14 (27) 64,ATTEMPT - ARMED ROBBERY,BLACK,MALE,,2.0,VICTIM,WHITE,MALE,,1.0,Non-fatal,,Supplemental Report,2018,,,,27-64G
E-06918-18,8,S Rampart St & Poydras St,OPEN,27-64G,ATTEMPTED ARMED ROBBERY (GUN),2018-05-06 03:30:00,14 (27) 64,ATTEMPT - ARMED ROBBERY,BLACK,MALE,,2.0,VICTIM,WHITE,FEMALE,,2.0,Non-fatal,,Supplemental Report,2018,,,,27-64G
E-06918-18,8,S Rampart St & Poydras St,OPEN,27-64G,ATTEMPTED ARMED ROBBERY (GUN),2018-05-06 03:30:00,14 (27) 64,ATTEMPT - ARMED ROBBERY,BLACK,MALE,,1.0,VICTIM,WHITE,MALE,,1.0,Non-fatal,,Supplemental Report,2018,,,,27-64G
E-06918-18,8,S Rampart St & Poydras St,OPEN,27-64G,ATTEMPTED ARMED ROBBERY (GUN),2018-05-06 03:30:00,14 (27) 64,ATTEMPT - ARMED ROBBERY,BLACK,MALE,,1.0,VICTIM,WHITE,FEMALE,,2.0,Non-fatal,,Supplemental Report,2018,,,,27-64G
F-03608-18,8,8XX Bourbon St,OPEN,37,AGGRAVATED ASSAULT,2018-06-03 23:26:00,,,WHITE,MALE,,1.0,WITNESS,BLACK,MALE,28.0,2.0,Non-fatal,,Supplemental Report,2018,,,,37
F-03608-18,8,8XX Bourbon St,OPEN,37,AGGRAVATED ASSAULT,2018-06-03 23:26:00,,,WHITE,MALE,,1.0,WITNESS,BLACK,MALE,28.0,2.0,Non-fatal,,Supplemental Report,2018,,,,37
F-03608-18,8,8XX Bourbon St,OPEN,37,AGGRAVATED ASSAULT,2018-06-03 23:26:00,14 37,AGG. ASSAULT,WHITE,MALE,,1.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,37
F-03608-18,8,8XX Bourbon St,OPEN,37,AGGRAVATED ASSAULT,2018-06-03 23:26:00,14 37,AGG. ASSAULT,WHITE,MALE,,1.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,37
F-12480-18,8,Saint Ann St & Bourbon St,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),2018-06-11 00:37:00,,,,,,,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,34-C
F-12480-18,8,Saint Ann St & Bourbon St,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),2018-06-11 00:37:00,,,,,,,WITNESS,BLACK,MALE,40.0,2.0,Non-fatal,,Supplemental Report,2018,,,,34-C
E-24484-18,8,8XX Iberville St,OPEN,65,SIMPLE ROBBERY,2018-05-19 22:30:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,2.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,65
E-24484-18,8,8XX Iberville St,OPEN,65,SIMPLE ROBBERY,2018-05-19 22:30:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,1.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,65
G-16641-18,4,33XX Garden Oaks Dr,CLOSED,21,MISCELLANEOUS INCIDENT,2018-07-13 21:38:00,,,,,,,REPORTING PERSON,BLACK,MALE,39.0,1.0,Non-fatal,,Supplemental Report,2018,,,,64G
E-19578-18,8,8XX Saint Louis St,OPEN,35,SIMPLE BATTERY,2018-05-16 02:00:00,14 35,SIMPLE BATTERY,BLACK,MALE,,1.0,VICTIM,WHITE,MALE,,1.0,Non-fatal,,Supplemental Report,2018,,,,65
E-19578-18,8,8XX Saint Louis St,OPEN,35,SIMPLE BATTERY,2018-05-16 02:00:00,14 35,SIMPLE BATTERY,BLACK,MALE,,1.0,VICTIM,WHITE,MALE,,1.0,Non-fatal,,Supplemental Report,2018,,,,65
E-19578-18,8,8XX Saint Louis St,OPEN,35,SIMPLE BATTERY,2018-05-16 02:00:00,14 35,SIMPLE BATTERY,BLACK,MALE,,1.0,VICTIM,WHITE,MALE,,1.0,Non-fatal,,Supplemental Report,2018,,,,35
H-01482-18,8,Decatur & Bienville,OPEN,30S,HOMICIDE (SHOOTING),2018-08-02 03:10:00,,,,,,1.0,VICTIM,,,,1.0,Fatal,,Incident Report,2018,,,,30S
F-29023-18,8,4XX Bourbon St,CLOSED,35,SIMPLE BATTERY,2018-06-24 00:10:00,14 34.1,SECOND DEGREE BATTERY,BLACK,MALE,27.0,1.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,35
G-33020-18,7,97XX Chef Menteur Hw,OPEN,64G,ARMED ROBBERY (GUN),2018-07-26 21:36:00,,,,,,1.0,VICTIM,BLACK,FEMALE,24.0,3.0,Non-fatal,,Supplemental Report,2018,,,,64
G-33020-18,7,97XX Chef Menteur Hw,OPEN,64G,ARMED ROBBERY (GUN),2018-07-26 21:36:00,,,,,,1.0,VICTIM,BLACK,FEMALE,22.0,2.0,Non-fatal,,Supplemental Report,2018,,,,64
G-33020-18,7,97XX Chef Menteur Hw,OPEN,64G,ARMED ROBBERY (GUN),2018-07-26 21:36:00,14 64,ARMED ROBBERY,,,,1.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,64
H-06242-18,5,16XX N Villere St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2018-08-05 22:20:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,67.0,1.0,Non-fatal,,Incident Report,2018,,,,55
H-06242-18,5,16XX N Villere St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2018-08-05 22:20:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,,2.0,VICTIM,HISPANIC,MALE,35.0,3.0,Non-fatal,,Incident Report,2018,,,,55
H-06242-18,5,16XX N Villere St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2018-08-05 22:20:00,,,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,67.0,2.0,Non-fatal,,Incident Report,2018,,,,55
H-06242-18,5,16XX N Villere St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2018-08-05 22:20:00,,,BLACK,MALE,,2.0,VICTIM,BLACK,FEMALE,67.0,2.0,Non-fatal,,Incident Report,2018,,,,55
H-06242-18,5,16XX N Villere St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2018-08-05 22:20:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,,2.0,VICTIM,BLACK,MALE,67.0,1.0,Non-fatal,,Incident Report,2018,,,,55
H-06242-18,5,16XX N Villere St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2018-08-05 22:20:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,,1.0,VICTIM,HISPANIC,MALE,35.0,3.0,Non-fatal,,Incident Report,2018,,,,55
G-18692-18,7,66XX Harbourview Dr,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-07-15 17:30:00,,,,,,,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,34S
F-28815-18,8,8XX Bienville St,UNFOUNDED,64,ARMED ROBBERY,2018-06-24 03:19:00,,,,,,,,,,,,Non-fatal,,Supplemental Report,2018,,,,64
F-28815-18,8,8XX Bienville St,UNFOUNDED,64,ARMED ROBBERY,2018-06-24 03:19:00,,,,,,,,,,,,Non-fatal,,Supplemental Report,2018,,,,64G
J-03580-18,1,N Rampart St & Bienville St,CLOSED,966,DRUG LAW VIOLATION,2018-10-03 16:10:00,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,BLACK,MALE,53.0,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,966
H-04179-18,2,92XX Pritchard Pl,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-08-04 03:50:00,,,,,,1.0,INTERVIEW,BLACK,MALE,32.0,2.0,Non-fatal,,Incident Report,2018,,,,34S
H-04179-18,2,92XX Pritchard Pl,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-08-04 03:50:00,14 34,AGG. BATTERY,,,,1.0,VICTIM,BLACK,MALE,24.0,1.0,Non-fatal,,Incident Report,2018,,,,34S
G-35745-18,5,21XX N Claiborne Av,OPEN,45,SIMPLE KIDNAPPING,2018-07-28 02:07:00,,,,,,,VICTIM,BLACK,FEMALE,34.0,1.0,Non-fatal,,Supplemental Report,2018,,,,45
I-21123-18,1,4XX N Rampart St,CLOSED,966,DRUG LAW VIOLATION,2018-09-17 16:44:00,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,BLACK,MALE,57.0,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,966
K-20114-18,8,3XX Poydras St,OPEN,65,SIMPLE ROBBERY,2018-11-15 00:14:00,14 65,SIMPLE ROBBERY,,,,1.0,VICTIM,WHITE,MALE,40.0,1.0,Non-fatal,,Supplemental Report,2018,,,,65
L-38019-18,8,3XX Bourbon St,CLOSED,43MB,MISDEMEANOR SEXUAL BATTERY,2018-12-30 03:23:00,14 43.1.1,MISDEMEANOR SEXUAL BATTERY,UNKNOWN,MALE,26.0,1.0,VICTIM,UNKNOWN,FEMALE,31.0,1.0,Non-fatal,,Incident Report,2018,,,,43
L-38019-18,8,3XX Bourbon St,CLOSED,43MB,MISDEMEANOR SEXUAL BATTERY,2018-12-30 03:23:00,14 34.2,BATTERY OF A POLICE OFFICER,UNKNOWN,MALE,26.0,1.0,VICTIM,WHITE,MALE,,2.0,Non-fatal,,Incident Report,2018,,,,43
L-38019-18,8,3XX Bourbon St,CLOSED,43MB,MISDEMEANOR SEXUAL BATTERY,2018-12-30 03:23:00,14 108,RESISTING AN OFFICER,UNKNOWN,MALE,26.0,1.0,VICTIM,,,,3.0,Non-fatal,,Incident Report,2018,,,,43
G-17422-18,4,34XX Garden Oaks Dr,CLOSED,34S,AGGRAVATED BATTERY (SHOOTING),2018-07-14 14:00:00,14 (24) 34,PRINCIPAL TO AGG. BATTERY,BLACK,FEMALE,23.0,1.0,VICTIM,BLACK,MALE,31.0,1.0,Non-fatal,,Supplemental Report,2018,,,,34-S
G-34603-18,3,Wingate Dr & Burbank Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-07-28 03:04:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,36.0,1.0,Non-fatal,,Incident Report,2018,,,,62C
G-34603-18,3,Wingate Dr & Burbank Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-07-28 03:04:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,2.0,VICTIM,HISPANIC,FEMALE,65.0,2.0,Non-fatal,,Incident Report,2018,,,,62C
G-34603-18,3,Wingate Dr & Burbank Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-07-28 03:04:00,,,BLACK,MALE,,1.0,REPORTING PERSON,HISPANIC,FEMALE,56.0,1.0,Non-fatal,,Incident Report,2018,,,,62C
G-34603-18,3,Wingate Dr & Burbank Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-07-28 03:04:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,2.0,VICTIM,BLACK,MALE,36.0,1.0,Non-fatal,,Incident Report,2018,,,,62C
G-34603-18,3,Wingate Dr & Burbank Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-07-28 03:04:00,,,BLACK,MALE,,2.0,REPORTING PERSON,HISPANIC,FEMALE,56.0,1.0,Non-fatal,,Incident Report,2018,,,,62C
G-34603-18,3,Wingate Dr & Burbank Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-07-28 03:04:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,2.0,VICTIM,,,,3.0,Non-fatal,,Incident Report,2018,,,,62C
G-34603-18,3,Wingate Dr & Burbank Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-07-28 03:04:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,1.0,VICTIM,HISPANIC,FEMALE,65.0,2.0,Non-fatal,,Incident Report,2018,,,,62C
G-34603-18,3,Wingate Dr & Burbank Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-07-28 03:04:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,1.0,VICTIM,,,,3.0,Non-fatal,,Incident Report,2018,,,,62C
H-08967-18,7,75XX Michigan St,OPEN,64G,ARMED ROBBERY (GUN),2018-08-08 01:27:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,23.0,1.0,Non-fatal,,Incident Report,2018,,,,64J
H-08967-18,7,75XX Michigan St,OPEN,64G,ARMED ROBBERY (GUN),2018-08-08 01:27:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,2.0,VICTIM,BLACK,MALE,23.0,1.0,Non-fatal,,Incident Report,2018,,,,64J
H-09308-18,8,X Poydras St,CLOSED,21,MISCELLANEOUS INCIDENT,2018-08-08 09:40:00,,,BLACK,FEMALE,,1.0,REPORTING PERSON,WHITE,MALE,,2.0,Non-fatal,,Incident Report,2018,,,,21
H-09308-18,8,X Poydras St,CLOSED,21,MISCELLANEOUS INCIDENT,2018-08-08 09:40:00,54 153,CRIMINAL TRESPASS,WHITE,FEMALE,34.0,3.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,21
H-09308-18,8,X Poydras St,CLOSED,21,MISCELLANEOUS INCIDENT,2018-08-08 09:40:00,,,WHITE,MALE,23.0,2.0,REPORTING PERSON,WHITE,MALE,,2.0,Non-fatal,,Incident Report,2018,,,,21
H-09308-18,8,X Poydras St,CLOSED,21,MISCELLANEOUS INCIDENT,2018-08-08 09:40:00,54 441,RESISTING AN OFFICER,WHITE,MALE,23.0,2.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,21
H-09308-18,8,X Poydras St,CLOSED,21,MISCELLANEOUS INCIDENT,2018-08-08 09:40:00,54 153,CRIMINAL TRESPASS,WHITE,MALE,23.0,2.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,21
H-09308-18,8,X Poydras St,CLOSED,21,MISCELLANEOUS INCIDENT,2018-08-08 09:40:00,,,BLACK,MALE,23.0,4.0,REPORTING PERSON,WHITE,MALE,,2.0,Non-fatal,,Incident Report,2018,,,,21
H-09308-18,8,X Poydras St,CLOSED,21,MISCELLANEOUS INCIDENT,2018-08-08 09:40:00,,,WHITE,FEMALE,34.0,3.0,REPORTING PERSON,WHITE,MALE,,2.0,Non-fatal,,Incident Report,2018,,,,21
H-09308-18,8,X Poydras St,CLOSED,21,MISCELLANEOUS INCIDENT,2018-08-08 09:40:00,54 153,CRIMINAL TRESPASS,BLACK,FEMALE,,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,21
H-09308-18,8,X Poydras St,CLOSED,21,MISCELLANEOUS INCIDENT,2018-08-08 09:40:00,54 153,CRIMINAL TRESPASS,BLACK,MALE,23.0,4.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,21
H-09530-18,2,4XX Audubon Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-08-08 03:00:00,14 62,SIMPLE BURGLARY,,,,1.0,VICTIM,WHITE,MALE,39.0,1.0,Non-fatal,,Incident Report,2018,,,,62C
H-09530-18,2,4XX Audubon Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-08-08 03:00:00,14 62,SIMPLE BURGLARY,,,,1.0,VICTIM,BLACK,FEMALE,44.0,2.0,Non-fatal,,Incident Report,2018,,,,62C
H-09530-18,2,4XX Audubon Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-08-08 03:00:00,14 62,SIMPLE BURGLARY,,,,1.0,VICTIM,WHITE,MALE,32.0,3.0,Non-fatal,,Incident Report,2018,,,,62C
