item_number,Signal Code,rtcc_footage_requested
i-15362-19,966,yes
i-15709-19,20-I,yes
i-15818-19,20-I,yes
h-19193-19,64K,yes
i-15811-19,107,yes
i-15999-19,34,yes
i-16195-19,20I,yes
i-16124-19,37,yes
i-16862-19,21,yes
i-16913-19,966,yes
i-17116-19,100,yes
i-12750-19,20I,yes
i-10228-19,20,yes
i-17840-19,966,yes
i-18223-19,20,yes
i-18458-19,35,yes
i-18559-19,34S,yes
i-18559-19,34S,yes
i-18881-19,37,yes
i-19076-19,20,yes
i-15064-19,34S,yes
i-19288-19,966,yes
i-19461-19,20I,yes
i-19731-19,20X,yes
i-19936-19,35,yes
i-18588-19,62C,yes
i-20212-19,20I,yes
h-30564-19,30s,yes
i-20602-19,100,yes
i-20605-19,56,yes
i-20620-19,65,yes
i-21087-19,67P,yes
i-21370-19,18,yes
i-21444-19,18,yes
i-21523-19,18,yes
i-11678-19,67A,yes
i-21652-19,64G,yes
h-25845-19,966,yes
i-12820-19,20-I,yes
g-23362-18,21,yes
i-21886-19,18,yes
i-21881-19,20,yes
i-21982-19,20I,yes
i-22186-19,67 A,yes
i-22185-19,34S,yes
i-22432-19,107,yes
i-22699-19,21,yes
i-23229-19,21,yes
i-23293-19,20,yes
i-23299-19,20,yes
i-21652-19,64G,yes
i-23368-19,103F,yes
i-23407-19,21,yes
i-23460-19,18,yes
i-12750-19,20I,yes
h36974-19,100-I,yes
i-24191-19,65,yes
i-24597-17,20I,yes
i-24461-19,20,yes
i-24727-19,20I,yes
i-08692-19,64G,yes
i-24851-19,966,yes
i-24726-19,64,yes
i-25151-19,966,yes
i-25239-19,107,yes
i-08962-19,64G,yes
i-25819-19,103F,yes
i-25844-19,20,yes
i-25966-19,100,yes
h-30564-19,30S,yes
i-26219-19,20I,yes
i-19936-19,35,yes
i-24726-19,64,yes
i-26380-19,21,yes
i-26222-19,100,yes
i-26588-19,20,yes
h-30564-19,30S,yes
i-26873-19,20I,yes
i-26800-19,65J,yes
i-27019-19,20,yes
i-27133-19,20,yes
i-27104-19,35,yes
i-27355-19,103,yes
i-27414-19,20,yes
i-27497-19,18,yes
i-27671-19,20,yes
i-13105-19,20,yes
i-24851-19,966,yes
i-27986-19,34 S,yes
i-28032-19,20-I,yes
i-28245-19,30 S,yes
i-28061-19,103-F,yes
i-28479-19,59,yes
i-28535-19,27/64G,yes
i -28597-19,35,yes
i-28320-19,67,yes
i-28689-19,20,yes
i-29087-19,18,yes
i-29116-19,107,yes
i-28884-19,34S,yes
i-29095-19,65J,yes
i-29095-19,65J,yes
i-29392-19,100,yes
i-29604-19,30 S,yes
i-28884-19,34-S,yes
i-30058-19,20,yes
i-30259-19,18,yes
i-30321-19,18,yes
i-30285-19,20,yes
i-28353-19,30S,yes
i-30349-19,35,yes
i-28702-19,65P,yes
i-29238-19,35,yes
i-30612-19,34C,yes
i -30830-19,21,yes
i-30830-19,21,yes
i-30877-19,64-G,yes
i-30967-19,20,yes
i-30916-19,35 D,yes
i-29873-19,60,yes
i-31109-19,103F,yes
i-30877-19,64 G,yes
i-31346-19,20,yes
i-31596-19,20,yes
i-26845-19,27/64G,yes
i-30288-19,62C,yes
i-31839-19,34S,yes
i-15180-19,67A,yes
i-27986-19,34S,yes
i-32144-19,21,yes
i-32157-19,65-P,yes
i-32299-19,67-A,yes
i-32729-19,37,yes
i-32359-19,62C,yes
i-33117-19,20,yes
i-33229-19,100,yes
i-33112-19,20,yes
i-33348-19,20,yes
i-33424-19,21,yes
i-24191-19,65P,yes
i-28245-19,30,yes
i-26800-19,65-J,yes
i-33655-19,20,yes
i-33636-19,21,yes
i-33814-19,20,yes
i-33987-19,34S,yes
i-34016-19,37,yes
i-34331-19,64K,yes
i-34417-19,21,yes
i-34428-19,107,yes
i-34473-19,18,yes
i-34601-19,20,yes
i-20098-19,43,yes
i-20328-19,43,yes
i-34889-19,18,yes
i-34898-19,18,yes
i-34922-19,103,yes
i -27936-19,94,yes
i-35185-19,103F,yes
i -33914-19,64 G,yes
i-26800-19,65 J,yes
i-35545-19,966,yes
i -35718-19,107,yes
i-35680-19,67-P,yes
i-36026-19,18,yes
i-30699-19,65P,yes
i-36400-19,20,yes
i-28702-19,65P,yes
i-36385-19,20,yes
i-30699-19,65P,yes
i-24191-19,65P,yes
i-12792-19,100,yes
i-32763-19,65,yes
i-29873-19,60,yes
i-36627-19,94,yes
i-36790-19,21,yes
i-37165-19,34C,yes
i-37312-19,107,yes
i-37648-19,20,yes
i-37691-19,20,yes
i-37823-19,60,yes
i-38177-19,20I,yes
i-38204-19,34S,yes
i-38501-19,20,yes
i-38657-19,100C,yes
i-38204-19,34S,yes
i-07342-19,67B,yes
i-39147-19,20,yes
i-19021-19,100,yes
i-39459-19,20,yes
i-39547-19,20,yes
i-39602-19,20I,yes
i-38108-19,27-65,yes
i-39380-19,67-S,yes
i-32763-19,65,yes
i-39764-19,100-I,yes
i-39786-19,64J,yes
i-39786-19,64J,yes
i-39907-19,29U,yes
i-40610-19,20,yes
i-27936-19,94,yes
i-40956-19,20,yes
i-40972-19,20,yes
i-41480-19,20I,yes
i-41702-19,34S,yes
i-41993-19,20,yes
i-42143-19,20,yes
i-38549-19,34S,yes
i-42163-19,64G,yes
i-42258-19,20,yes
i-36021-19,65-P,yes
i-42537-19,62 R,yes
i-42370-19,43MB,yes
j- 00080-19,65,yes
i-42243-19,67-A,yes
i-41702-19,34-S,yes
j-00324-19,20,yes
j-00424-19,103M,yes
i-37202-19,67P,yes
e-10542-19,30,yes
j-00602-19,18,yes
j-00619-19,24,yes
j-00549-19,966,yes
j-00550-19,100,yes
j-00731-19,37,yes
i-26380-19,966,yes
i-42420-19,64J,yes
i-42269-19,62,yes
j-00904-19,20I,yes
j-00080-19,65,yes
j-101092-19,37,yes
i-02244-19,20I,yes
j-02244-19,34S,yes
j-01104-19,37,yes
j-02619-19,966,yes
i-42420-19,64J,yes
j-03026-19,18,yes
j-02984-19,65,yes
j-03085-19,18,yes
j-03174-19,20I,yes
j-03262-19,37,yes
j-03586-19,64J,yes
j-03741-19,27/65,yes
i-26380-19,21,yes
j-03964-19,20I,yes
j-03483-19,62C,yes
j-04179-19,966,yes
j-04930-19,20,yes
j-04975-19,18,yes
j-05125-19,20,yes
j-03586-19,64J,yes
j-03586-19,64J,yes
j-05311-19,20,yes
j-05339-19,20,yes
j-05194-19,35,yes
j-05398-19,18,yes
j-05477-19,103F,yes
j-05789-19,20,yes
j-05587-19,108,yes
j-05509-19,62C,yes
j-04475-19,64G,yes
j-05995-19,20,yes
j-06043-19,20,yes
j-06239-19,65,yes
j-06309-19,103,yes
j-06443-19,18,yes
j-06460-19,21,yes
j-06467-19,103F,yes
j-06576-19,20i,yes
j-06709-19,20,yes
j-06713-19,20,yes
i-39221-19,67A,yes
j-07190-19,20I,yes
j-07206-19,20,yes
j-07265-19,20,yes
j-07309-19,20,yes
j-07350-19,34S,yes
j-07289-19,34,yes
j-07023-19,67 A,yes
j-07616-19,20,yes
j-02244-19,34S,yes
j-04246-19,67S,yes
j-08373-19,20,yes
j-08573-19,100 I,yes
j-08579-19,103,yes
j-08606-19,67 A R,yes
j-08897-19,20,yes
j-08889-19,65,yes
i-02845-19,30s,yes
j-09335-19,20I,yes
i-41971-19,67P,yes
j-09567-19,966,yes
j-09335-19,20I,yes
j-05538-19,65,yes
j-09397-19,64G,yes
i-10191-19,20,yes
j-10360-19,20I,yes
j-10621-19,21ID,yes
j-07289-19,34,yes
j-05538-19,65,yes
j-10832-19,65,yes
j-08374-19,34S,yes
j-11427-19,34,yes
j-11435-19,64J,yes
j-11546-19,63,yes
j-11770-19,20,yes
j-11864-19,966,yes
j-11666-19,56,yes
j-12144-19,18,yes
j-11905-19,62B,yes
j-12179-19,18,yes
j-12129-19,100,yes
j-12272-19,18,yes
j-12517-19,21,yes
j-12462-19,34 S,yes
j-12589-19,100,yes
j-12960-19,64 G,yes
j-13072-19,103F,yes
j-13523-19,20,yes
j-13302-19,107,yes
j-13473-19,18,yes
j-13598-19,18,yes
j-13504-19,100I,yes
j-13711-19,21,yes
j-13712-19,21,yes
i-39221-19,67A,yes
j-13850-19,56,yes
j-11427-19,34,yes
j-13995-19,20,yes
j-14148-19,21,yes
j-14173-19,20,yes
j-13896-19,34-C,yes
j-14156-19,20-X,yes
j-14437-19,64-K,yes
j-14750-19,21,yes
j-11427-19,34,yes
j-14871-19,103F,yes
j-13901-19,64G,yes
j-15476-19,34C,yes
j-15711-19,20I,yes
j-15081-19,67-AR,yes
j-15775-19,20,yes
j-15856-19,35,yes
j-15680-19,37,yes
j-16130-19,20I,yes
j-16242-19,20I,yes
j-16981-19,Oct-55,yes
j-11435-19,64J,yes
j-17254-19,64G,yes
j-17592-19,100,yes
j-17657-19,20I,yes
j-18151-19,100,yes
j-18217-19,20,yes
j-18225-19,35D,yes
h-25751-19,966,yes
j-18401-19,60,yes
j-18727-19,21,yes
j-18846-19,100,yes
j-13901-19,64G,yes
j-18901-19,20,yes
j-19188-19,20,yes
j-13901-19,64 G,yes
j-19216-19,34 S,yes
j-19150-19,30S,yes
j-18649-19,62-R,yes
j-19720-19,65,yes
j-19812-19,20,yes
j-19772-19,34S,yes
j-16981-19,37,yes
j-19926-19,18,yes
j-20113-19,20,yes
j-19695-19,100,yes
j-19150-19,30S,yes
j-20752-19,20 I,yes
j-19859-19,64-G,yes
j-21014-19,62B,yes
j-21220-19,20,yes
j-21255-19,100,yes
j-21303-19,20,yes
j-21444-19,966,yes
j-11427-19,34,yes
j-21098-19,62C,yes
j-21293-19,21ID,yes
j-19034-19,34S,yes
j-19564-19,62C,yes
j-19034-19,34S,yes
j-21877-19,34C,yes
j-19150-19,30S,yes
j-22072-19,103,yes
j-19859-19,64G,yes
j-11533-19,65,yes
j-22436-19,62c,yes
j-22692-19,21ID,yes
j-22587-19,20,yes
j-22455-19,62C,yes
j-07697-19,64G,yes
j-10467-19,62C,yes
j-23108-19,20I,yes
j-23198-19,20I,yes
j-23459-19,64G,yes
j-23523-19,62C,yes
j-17796-19,34S,yes
j-22514-19,35,yes
j-02645-19,20I,yes
j-02645-19,20I,yes
j-24211-19,20I,yes
j-24462-19,20,yes
j-24473-19,103F,yes
j-24765-19,100 I,yes
j-24764-19,24,yes
j-24837-19,20I,yes
j-24814-19,103D,yes
j-24965-19,56,yes
j-25474-19,34S,yes
j-25667-19,103F,yes
j-25664-19,20I,yes
j-25681-19,20,yes
j-25741-19,103 F,yes
j-25735-19,34 C,yes
g-23362-18,21,yes
j-24505-19,34 S,yes
j-26057-19,64G,yes
j-26722-19,100I,yes
j-26738-19,20,yes
j-26802-19,20I,yes
j-26870-19,20,yes
j-26521-19,62C,yes
j-26996-19,20,yes
j-27017-19,100,yes
j-27036-19,103 F,yes
j-27082-19,103F,yes
j-27280-19,64-G,yes
j-27523-19,100,yes
j-27712-19,20C,yes
j-27987-29,100,yes
j-28071-19,20,yes
j-27280-19,64-G,yes
j-28589-19,35,yes
j-28510-19,94,yes
j-28555-19,35D,yes
j-13056-19,20,yes
j-29035-19,21ID,yes
j-29056-19,20,yes
j-29175-19,20,yes
j-21951-19,37,yes
j-29393-19,966,yes
j-26848-19,67A,yes
j-29512-19,21,yes
j-29575-19,966,yes
j-29534-19,21,yes
j-28670-19,30S,yes
j-29719-19,37,yes
j-29925-19,67S,yes
j-30082-19,65,yes
j-30191-19,20-I,yes
j-30232-19,20,yes
j-15854-19,67A,yes
j-14962-19,67,yes
j-30295-19,20,yes
j-30472-19,20-I,yes
j-25274-19,56,yes
j-30852-19,103F,yes
j-30866-19,966,yes
j-19859-19,64G,yes
j-22275-1+9,62C,yes
j-32083-19,20,yes
j-32124-19,100,yes
j-32352-19,100,yes
j-32394-19,20,yes
j-32415-19,103F,yes
j-32246-19,107,yes
j-32598-19,67,yes
j-32714-19,64 G,yes
j-33179-19,20,yes
j-33268-19â,18,yes
j-33183-19,20,yes
j-33370-19,20,yes
j-32980-19,62R,yes
j-28670-19,30S,yes
j-34035-19,65P,yes
j-34539-19,20,yes
j-34459-19,100,yes
j-34716-19,20,yes
j-34997-19,20,yes
j-34906-19,67P,yes
j-17796-19,34S,yes
j-35611-19,20,yes
j-36027-19,103F,yes
j-36038-19,20I,yes
j-36064-19,20,yes
j-36080-19,20,yes
j-34459-19,100,yes
j-36313-19,20,yes
j-35841-19,21M,yes
j-36385-19,20,yes
j-36420-19,20,yes
j-36505-19,65P,yes
j-36586-19,34S,yes
j-36789-19,94,yes
j-36507-19,67S,yes
j-36895-19,103,yes
j-36887-19,59,yes
j-37074-19,20,yes
j-37121-19,20,yes
j-37276-19,20I,yes
j-37284-19,20,yes
j-37703-19,20,yes
j-37664-19,107,yes
j-37830-19,18,yes
j-37747-19,20I,yes
j-37844-19,20,yes
j-38028-19,20,yes
j-38081-19,20,yes
j-37749-19,20,yes
j-38503-19,20-I,yes
j-38547-19,62B,yes
j-36482-19,20,yes
j-38928-19,20,yes
j-38789-19,59,yes
j-38547-19,62B,yes
j-36792-19,34S,yes
j-39422-19,20I,yes
j-39269-19,37,yes
j-35841-19,21M,yes
j-40130-19,20,yes
j-40453-19,20,yes
j-18201-19,21,yes
j-40469-19,18,yes
j-40702-19,20,yes
j-40594-19,56,yes
j-35500-19,34S,yes
j-39655-19,42,yes
j-41330-19,56,yes
j-41575-19,103F,yes
j-18293-19,62,yes
j-39233-19,21,yes
j-28786-19,20I,yes
j-28168-19,56,yes
k-00019-19,62C,yes
k-00386-19,20,yes
j-38547-19,62B,yes
j-39233-19,21,yes
k-01488-19,55,yes
k-01693-19,94,yes
k-01736-19,35,yes
k-01715-19,35,yes
k-02072-19,100,yes
k-02162-19,34,yes
k-02255-19,20,yes
k-02604-19,37,yes
k -02692-19,20,yes
k-02459-19,67-P,yes
k-02835-19,103 F,yes
k-00037-19,37,yes
k-03154-19,20,yes
k-03338-19,103D,yes
k-03711-19,20I,yes
k-03116-19,64 G,yes
k-04027-19,20,yes
k-04078-19,20 I,yes
k-01488-19,55,yes
k-03857-19,100,yes
k-04204-19,34C,yes
k-04315-19,103F,yes
k-04488-19,20X,yes
k-04747-19,20,yes
k-00019-19,62C,yes
j-10621-19,21,yes
k-04992-19,20,yes
k-05205-19,35,yes
k-05322-19,21,yes
k-05229-19,20,yes
k-01029-19,62,yes
k-05285-19,64J,yes
k-05297-19,64-  g,yes
k-04339-19,67-A,yes
k-03116-19,64G,yes
k-05761-19,20,yes
j-41653-19,62,yes
j-39233-19,21,yes
k-00019-19,62C,yes
k-06350-19,62R,yes
k-06472-19,20,yes
k-06565-19,20,yes
k-06662-19,20,yes
k-02439-19,34S,yes
k-06904-19,64G,yes
k-07093-19,52F,yes
k-06904-19,64G,yes
j-07073-19,107,yes
k-07239-19,20,yes
k-07328-19,20,yes
"20i, k-07359-19",20I,yes
k-00715-19,62R,yes
k-04477-19,67A,yes
j-27444-19,67A,yes
k-07585-19,18,yes
k-07759-19,20,yes
k-07794-19,966,yes
k-05209-19,30S,yes
k-08128-19,100 i,yes
k-08155-19,56,yes
k-08380-19,100,yes
k-08501-19,21,yes
k-08683-19,20I,yes
j-27444-19,67A,yes
k-08901-19,64G,yes
k-08901-19,64G,yes
k-08758-19,100,yes
k-09092-19,20I,yes
k-14448-19,21,yes
j-42399-19,20,yes
k-09501-19,103F,yes
k-09544-19,65,yes
k-09408-19,67-P,yes
k-08147-19,60,yes
k-09788-19,37,yes
k-09629-19,65,yes
k-08501-19,67P,yes
k-09904-19,67-P,yes
k-05682-19,29U,yes
k-10371-19,20,yes
k-10491-19,20,yes
k-10583-19,20,yes
k-10882-19,20,yes
k-10987-19,20,yes
k-10804-19,100,yes
k-09629-19,65,yes
k-11337-19,24,yes
k-11621-19,27/62B,yes
k-11621-19,27/62B,yes
k-11663-19,67AR,yes
k-11845-19,20,yes
k-12631-19,35,yes
k-12593-19,100,yes
k-12778-19,107,yes
k-12854-19,100,yes
k-12778-19,62C,yes
k-12901-19,20,yes
k-13176-19,103F,yes
k-13030-19,100,yes
k-13199-19,103F,yes
k-13090-19,34S,yes
k-13129-19,107,yes
k-13754-19,65,yes
k-14177-19,100-I,yes
k-14292-19,18,yes
k-14363-19,18,yes
k-14389-19,20,yes
k-14452-19,21,yes
k-14620-19,20,yes
k-11621-19,62B,yes
k-14801-19,20,yes
k-14801-19,20,yes
k-15142-19,35,yes
k-15281-19,103 F,yes
k-15418-19,42,yes
k-15713-19,18,yes
k-11621-19,62B,yes
k-15969-19,18,yes
k-15934-19,103,yes
k-16133-19,20,yes
k-15779-19,62,yes
k-16091-19,21P,yes
k-16206-19,20X,yes
k-16224-19,20,yes
j-31565-19,62,yes
k-16669-19,103,yes
k-16888-19,20,yes
k-16636-19,27-65,yes
k-17240-19,100,yes
k-15771-19,62,yes
k-17346-19,67,yes
k-05582-19,64G,yes
k-17484-19,21,yes
k-14655-19,67A,yes
k-17611-19,67,yes
k-17888-19,34C,yes
k-15418-19,42,yes
k-18374-19,64G,yes
k-18443-19,27/64-K,yes
k-18527-19,20,yes
k-18599-19,21ID,yes
k-14452-19,21,yes
k-19110-19,20I,yes
j-31565-19,62,yes
k-19166-19,37,yes
k-19194-19,20I,yes
k-19387-19,100,yes
k-18443-19,27-64K,yes
k-19598-19,20,yes
k-13918-19,64G,yes
k-19736-19,107,yes
k-19004-19,62,yes
k-16427-19,67A,yes
k-16427-19,67A,yes
k-16427-19,67A,yes
k-20328-19,20,yes
k-20282-19,62C,yes
k-20412-19,20,yes
k-20677-19,21 J,yes
k-21009-19,21,yes
k-21078-19,20,yes
k-18443-19,27/64-K,yes
k-21599-19,20,yes
k-21738-19,107,yes
k-21864-19,20,yes
k-18056-19,30 S,yes
k-22130-19,20,yes
k-22177-19,20,yes
k-22237-19,62 C,yes
k-22443-19,20,yes
k-22475-19,103F,yes
k-15418-19,42,yes
k-22504-19,103F,yes
k-22383-19,103-F,yes
k-23045-19,20,yes
k-23061-19,107,yes
k-23030-19,21,yes
"95g, k-23154-19",95G,yes
k-23678-19,65,yes
k-23356-19,64-G,yes
k-23846-19,20,yes
k-24345-19,20,yes
k-24511-19,20,yes
k-24523-19,94,yes
k-24553-19,34S,yes
k-25052-19,20I,yes
k-23678-19,65P,yes
k-25338--19,62C,yes
k-25434-19,20,yes
k-02212-19,67A,yes
k-24243-19,67A,yes
k-25795-19,100I,yes
k-21730-19,67A,yes
k-23295-19,34C,yes
k-25795-19,100I,yes
k-26096-19,20,yes
k-26174-19,94,yes
k-26384-19,20I,yes
k-25209-19,65,yes
k-25272-19,64K,yes
k-24402-19,65P,yes
k-26386-19,20,yes
k-26868-19,20,yes
k-26998-19,20-I,yes
k-24205-19,62C,yes
k-27023-19,18,yes
k-24205-19,62C,yes
k-27083-19,20,yes
k-27140-19,966,yes
k-27153-19,966,yes
k-24826-19,67A,yes
k-14452-19,21,yes
k-27251-19,966,yes
k-27306-19,95G,yes
k-27391-19,20,yes
k-22451-19,67A,yes
k-25752-19,67A,yes
k-22451-19,67A,yes
k-21730-19,67A,yes
k-26533-19,34S,yes
k-27477-19,20,yes
k-24457-19,62C,yes
k-27613-19,34 S,yes
k-27896-19,95 G,yes
k-27534-19,18,yes
k-27619-19,18,yes
k-28231-19,18,yes
k-28280-19,20,yes
k-28324-19,18,yes
k-28484-19,17M,yes
k-25338-19,62C,yes
k-28570-19,21,yes
k-12585-19,62C,yes
k-21123-19,103F,yes
k-27609-19,64G,yes
k-28855-19,966,yes
k-29004-19,103,yes
k-29246-19,67A,yes
k-29215-19,64,yes
k-21123-19,35,yes
k-29484-19,35,yes
k-29937-19,20I,yes
k-29963-19,20,yes
k-30015-19,62C,yes
k-30369-19,20,yes
k-30606-19,94,yes
k-31028-19,65,yes
k-31169-19,65,yes
k-31273-19,103F,yes
k-31555-19,20,yes
k-32150-19,34-S,yes
k-32293-19,30-S,yes
k-31028-19,65,yes
k-25719-19,37,yes
k-32150-19,34S,yes
k-32387-19,24,yes
k-32932-19,20,yes
k-32986-19,103F,yes
k-29405-19,67AR,yes
k-33092-19,20,yes
k-33133-19,20I,yes
k-33221-19,34S,yes
k-33238-19,34S,yes
k-31315-19,67A,yes
k-33221-19,34S,yes
k-33449-19,20,yes
k-33314-19,20I,yes
k-33415-19,37,yes
k-33554-19,100,yes
k-31998-19,21M,yes
k-33789-19,21,yes
k-34248-19,20,yes
k-34204-19,100,yes
k-34359-19,20,yes
k-34355-19,62C,yes
k-26533-19,34-S,yes
k-34691-19,34S,yes
k-34793-19,94,yes
k-35597-19,18,yes
k-26533-19,34S,yes
k-30090-19,67A,yes
k-35816-19,103F,yes
k-35882-19,107,yes
k-35894-19,103F,yes
k-36011-19,18,yes
k-36068-19,67 A,yes
k-36068-19,20,yes
k-36319-19,20I,yes
k-31998-19,29-U,yes
k-36658-19,35,yes
k-36844-19,20I,yes
k-36847-19,103F,yes
k-36929-19,100,yes
k-37194-19,966,yes
k-36519-19,65,yes
k-37415-19,30S,yes
k-37763-19,21,yes
k-37733-19,35,yes
k-37817-19,43MB,yes
k-38174-19,20,yes
k-38920-19,34-S,yes
k-38988-19,35,yes
k-38988-19,27/65,yes
k-39178-19,20,yes
k-39143-19,67A,yes
k-25126-19,42,yes
k-39391-19,37,yes
k-39525-19,20,yes
k-25126-19,27/42,yes
k-40280-19,21,yes
k-40243-19,35,yes
k-40431-19,20,yes
k-40958-19,20,yes
k-27613-19,34 S,yes
k-26533-19,34-S,yes
k-40259-19,65,yes
k-40988-19,21,yes
k-22132-19,27/30,yes
l-00248-19,34S,yes
l-00332-19,103,yes
l-00681-19,30S,yes
l-00844-19,34S,yes
l-00844-19,34 S,yes
l-00509-19,67 A,yes
l-01261-19,100,yes
l-01337-19,95 G,yes
l-01811-19,24,yes
l-01959-19,30S,yes
l-02078-19,20I,yes
l-02124-19,20,yes
l-00248-19,34S,yes
k-40904-19,34S,yes
l-02532-19,34S,yes
l-02532-19,34S,yes
l-02663-19,21,yes
k-34035-19,64G,yes
k-38988-19,35,yes
l-02809-19,103,yes
l-02562-19,64J,yes
l-02901-19,20,yes
l-03227-19,107,yes
l-03541-19,966,yes
l-03572-19,107,yes
k-39670-19,27/45,yes
k-39670-19,27/45,yes
l-03639-19,20,yes
l-03714-19,21,yes
l-03747-19,966,yes
l-03843-19,103F,yes
l-03843-19,35,yes
l-04179-19,64J,yes
l-04048-19,55,yes
l-04194-19,94,yes
l-04468-19,30S,yes
l-04529-19,64,yes
l-04830-19,20,yes
l-04902-19,20,yes
l-04225-19,64J,yes
l-04225-19,64J,yes
l-05625-19,34 C,yes
l-05785-19,64 J,yes
l-05875-19,20,yes
"l-05963-19 ,",103 F,yes
l-05963-19,67P,yes
l-06080-19,20,yes
l-06169-19,107,yes
l-06112-19,65,yes
l-06463-19,20I,yes
l-06112-19,18,yes
l-06488-19,18,yes
l-06567-19,20,yes
k-14452-19,21,yes
l-06676-19,966,yes
k-36326-19,67A,yes
l-05367-19,94,yes
l-07189-19,67,yes
l-04179-19,64-J,yes
k-37585-19,64G,yes
l-04179-19,35,yes
l-07714-19,21,yes
l-07800-19,20I,yes
l-07942-19,20,yes
l-07904-19,62C,yes
l-03439-19,67A,yes
l-00094-19,64G,yes
l-08523-19,20,yes
l-08233-19,62R,yes
l-08627-19,20,yes
l-08649-19,20,yes
l-08696-19,34S,yes
l-08717-19,24,yes
l-01740-19,62C,yes
l-08971-19,20,yes
l-09204-19,67P,yes
l-09204-19,67P,yes
l-09475-19,20,yes
l-09615-19,20,yes
l-09578-19,103,yes
l-09672-19,20,yes
l-06866-19,30S,yes
l-09842-19,100I,yes
l-09868-19,34S,yes
l-09780-19,27/64J,yes
l-09905-19,35,yes
l-0977-19,37,yes
l-10443-19,107,yes
l-10613-19,34S,yes
l-10781-19,103D,yes
l-10757-19,20,yes
l-10777-19,35D,yes
l-11049-19,20,yes
l-10716-19,34S,yes
l-07904-19,62C,yes
l-11265-19,100,yes
l-11596-19,94,yes
l-11427-19,64J,yes
l-11634-19,30S,yes
l-11979-19,34D,yes
l-11427-19,64J,yes
l-11260-19,67A,yes
l-12578-19,20I,yes
l-12684-19,18,yes
k-38777-19,20,yes
l-12714-19,20,yes
l-06866-19,30S,yes
l-12827-19,20,yes
l-12827-19,20,yes
l-12896-19,20,yes
l-13217-19,21,yes
k-37585-19,64-G,yes
l-13422-19,37,yes
l-13533-19,20,yes
l-13711-19,18,yes
l-08779-19,67A,yes
l-14111-19,62R,yes
l-14181-19,18,yes
l-12683-19,65,yes
l-11634-19,30 S,yes
l-04179-19,64-J,yes
l-14585-19,20,yes
l-12683-19,65,yes
l-14802-19,64G,yes
l-12683-19,65,yes
l-14841-19,103,yes
l-14449-19,67 A R,yes
l-14782-19,67,yes
k-33789-19,65,yes
l-03976-19,58R,yes
l-05167-19,107,yes
l-11280-19,100,yes
l-15657-19,107,yes
l-15738-19,21,yes
l-12683-19,65,yes
l-11634-19,30S,yes
l-16194-19,103,yes
l-16422-19,64G,yes
l-16541-19,64- G,yes
l-16588-19,35D,yes
l-16876-19,20,yes
l-16940-19,37,yes
l-16422-19,64G,yes
l-10613-19,64G,yes
l-17170-19,966,yes
l-17244-19,966,yes
: l-14629-19,64G,yes
l-16940-19,37,yes
l-17339-19,34S,yes
l-17418-19,20,yes
l-17842-19,30,yes
l-18107-19,107,yes
l-18127-19,62C,yes
l-18159-19,18,yes
l-18156-19,107,yes
l-18175-19,29,yes
l-18404-19,18,yes
l-18425-19,20,yes
l-19983-19,103,yes
l-19172-19,56,yes
l-19181-19,56,yes
l-19189-19,56,yes
l-19198-19,56,yes
l-19210-19,56,yes
l-18983-19,62 B,yes
l-20381-19,52F,yes
l-20235-19,103-F,yes
l-20910-19,966,yes
l-21160-19,103F,yes
l-21513-19,55,yes
l-22283-19,94,yes
l-22632-19,20,yes
l-22895-19,64G,yes
l-233021-19,34S,yes
l-23395-19,107,yes
l-23302-19,34S,yes
l-21994-19,20C,yes
l-23425-19,20F,yes
l-23693-19,20,yes
l-23916-19,94,yes
l-02414-19,92,yes
l-24245-19,100,yes
l-22895-19,64G,yes
l-24623-19,966,yes
l-24692-19,64G,yes
l-02414-19,92,yes
l-26304-19,34S,yes
l-26646-19,37,yes
l-27598-19,35,yes
l-28288-19,65,yes
l-28494-19,64G,yes
l-28055-19,20,yes
l-29735-19,20I,yes
l-30161-19,64G,yes
l-29075-19,64G,yes
l-31144-19,64 G,yes
l-31271-19,20,yes
l-31383-19,20-I,yes
l-31314-19,20,yes
l-32007-19,34S,yes
l-32772-19,34C,yes
l-33529-19,56,yes
l-021014-19,92,yes
l-33571-19,64 J,yes
l-35538-19,64 G,yes
l-36367-19,30S,yes
g-23362-19,21,yes
l-35270-19,966,yes
l -36899-19,34D,yes
l-37152-19,62C,yes
l-37008-19,34 S,yes
g-23362-18,21,yes
l-34975-19,30 S,yes
g-23362-19,21,yes
l-37726-19,30-S,yes
l-37995-19,34S,yes
l-19877-19,30,yes
l-38821-19,64K,yes
l-33943-19,62C,yes
l-39406-19,67P,yes
l-40226-19,30-S,yes
a-00426-20,65,yes
a-00779-20,21,yes
a-00923-20,966,yes
a-01049-20,30 S,yes
a-01049-20,30 S,yes
a-01847-20,35,yes
a-02105-20,27-64,yes
a-02117-20,64G,yes
l-40226-19,30s,yes
a-02285-20,966,yes
a-00426-20,65 P,yes
a-00322-20,65-P,yes
a-02424-20,34 S,yes
a-02451-20,"27,  44",yes
a-02105-20,64G,yes
a-021177-20,64G,yes
l-32675-19,67,yes
a-02869-20,30S,yes
a-01049-20,30S,yes
a-02869-20,30S,yes
a-02451-20,27/44,yes
a-04148-20,103,yes
a-04055-20,65,yes
a-04493-20,30S,yes
a-04347-20,20,yes
a-00402-20,62C,yes
a-05990-20,64J,yes
a-06212-20,20,yes
