item_number,Signal Code,Upon Researching the above item :
C-23385-22,30,Relevant video was found
C-13437-22,21,Relevant video was found
C-23385-22,30,Relevant video was found
D-20918-22,21ID,Relevant video was found
D-21908-22,20,Relevant video was found
C-23385-22,30,Relevant video was found
D-21580-22,51,Relevant video was found
D-22318-22,20,No relevant video was found
D-22407-22,30S,Relevant video was found
C-23385-22,30,Relevant video was found
D-22318-22,20,No relevant video was found
D-22309-22,100,No relevant video was found
C-23385-22,30,Relevant video was found
D-22288-22,67AR,Relevant video was found
D-22858-22,64G,Relevant video was found
D-22516-22,20 I,Relevant video was found
D-22407-22,30 S,Relevant video was found
D-22647-22,100 I,No relevant video was found
D-23007-22,20,No relevant video was found
D-23030-22,20,No relevant video was found
D-23043-22,18,Relevant video was found
D-23045-22,20,No relevant video was found
D-23110-22,18,Relevant video was found
D-23250-22,20,Relevant video was found
D-24204-22,65P,Relevant video was found
D-24437-22,107,Relevant video was found
D-24496-22,20I,Relevant video was found
D-23159-22,20,No relevant video was found
D-23259-22,21,No relevant video was found
D-22858-22,64G,Relevant video was found
D-23500-22,20,Relevant video was found
D-23603-22,34S,No relevant video was found
D-24383-22,60,Relevant video was found
D-24713-22,20,No relevant video was found
D-24586-22,29U,Relevant video was found
D-23569-22,37C,Relevant video was found
D-24810-22,20I,Relevant video was found
D-25045-22,103F,Relevant video was found
D-25153-22,106,Relevant video was found
D-25154-22,52F,Relevant video was found
D-25093-22,20I,Relevant video was found
D-20283-22,67A,Relevant video was found
D-23004-22,21,Relevant video was found
D-23380-22,20,Relevant video was found
D-23462-22,100,Relevant video was found
D-23302-22,107,Relevant video was found
D-23139-22,64G,Relevant video was found
C-10930-22,67 A,Relevant video was found
D-23742-22,20,Relevant video was found
D-24364-22,20I,Relevant video was found
D-24715-22,20I,Relevant video was found
D-24586-22,29,Relevant video was found
D-23799-22,100I,No relevant video was found
D-24087-22,62R,No relevant video was found
D-24266-22,20,No relevant video was found
D-24347-22,100I,No relevant video was found
D-24402-22,20C,Relevant video was found
D-24595-22,20,Relevant video was found
D-24652-22,37,Relevant video was found
D-24963-22,94,No relevant video was found
D-24973-22,103F,No relevant video was found
D-25083-22,20I,Relevant video was found
D-25087-22,65,Relevant video was found
C-13437-22,21,Relevant video was found
D-23846-22,30S,Relevant video was found
D-24925-22,64G,Relevant video was found
D-26691-22,30S,No relevant video was found
D-26718-22,65P,No relevant video was found
D-27946-22,20,Relevant video was found
D-07788-22,21M,Relevant video was found
D-28149-22,103F,Relevant video was found
D-25876-22,18,Relevant video was found
D-26052-22,20I,Relevant video was found
D-26086-22,94,No relevant video was found
D-26083-22,20,Relevant video was found
D-26106-22,94,No relevant video was found
D-26089-22,52F,No relevant video was found
D-26193-22,94,No relevant video was found
D-26335-22,20I,Relevant video was found
D-26536-22,62B,No relevant video was found
D-26954-22,34C,No relevant video was found
D-27715-22,20,No relevant video was found
D-22407-22,30S,Relevant video was found
D-25585-22,100I,No relevant video was found
D-25667-22,100,Relevant video was found
D-25635-22,20,Relevant video was found
D-25877-22,20I,Relevant video was found
D-25747-22,20I,No relevant video was found
D-22127-22,67,Relevant video was found
D-21305-22,30S,Relevant video was found
D-26946-22,65,No relevant video was found
D-27270-22,34S,No relevant video was found
D-27439-22,100i,No relevant video was found
D-25516-22,94,Relevant video was found
D-25555-22,20,No relevant video was found
D-25600-22,107,Relevant video was found
D-25804-22,107,No relevant video was found
D-19183-22,107,Relevant video was found
D-25560-22,20,Relevant video was found
D-25858-22,20,No relevant video was found
D-25910-22,20,Relevant video was found
D-28715-22,94,No relevant video was found
D-25970-22,21,Relevant video was found
D-26180-22,20I,Relevant video was found
D-26521-22,100,Relevant video was found
D-26733-22,21,Relevant video was found
D-27003-22,34S,No relevant video was found
D-26234-22,35,Relevant video was found
D-26534-22,100,Relevant video was found
D-26702-22,20,Relevant video was found
D-26953-22,100I,No relevant video was found
D-28200-22,37,Relevant video was found
D-28492-22,35,Relevant video was found
D-28632-22,56 D,Relevant video was found
D-28394-22,37,No relevant video was found
D-28698-22,21,No relevant video was found
D-27255-22,103F,Relevant video was found
D-27280-22,34S,No relevant video was found
D-26946-22,65,Relevant video was found
D-27511-22,100I,Relevant video was found
D-27532-22,24,Relevant video was found
D-27504-22,21,Relevant video was found
D-27223-22,100I,Relevant video was found
D-26440-22,65P,Relevant video was found
D-27703-22,20-I,No relevant video was found
D-27713-22,20,No relevant video was found
D-27819-22,106,No relevant video was found
D-28018-22,106,Relevant video was found
D-28047-22,20-I,No relevant video was found
D-27700-22,20,Relevant video was found
D-22407-22,30S,Relevant video was found
D-28080-22,34S,Relevant video was found
D-27999-22,67A,Relevant video was found
D-28734-22,20,No relevant video was found
D-28846-22,20,Relevant video was found
D-28896-22,18,Relevant video was found
D-26870-22,65,Relevant video was found
D-29715-22,100,Relevant video was found
D-29486-22,67A,No relevant video was found
D-29137-22,100,No relevant video was found
D-29319-22,30S,No relevant video was found
D-30004-22,64G,Relevant video was found
D-30469-22,20I,Relevant video was found
D-29081-22,20,Relevant video was found
D-29367-22,20,No relevant video was found
D-30499-22,20,Relevant video was found
D-30618-22,20,Relevant video was found
D-30604-22,20,Relevant video was found
D-30801-22,94,No relevant video was found
D-30630-22,20I,No relevant video was found
D-24284-22,67A,No relevant video was found
D-29023-22,29U,No relevant video was found
D-29978-22,100,No relevant video was found
D-30001-22,29U,Relevant video was found
D-30142-22,34S,Relevant video was found
D-30460-22,35D,Relevant video was found
D-30647-22,20I,Relevant video was found
D-31178-22,20,Relevant video was found
D-31328-22,20C,No relevant video was found
D-31459-22,21,Relevant video was found
D-31479-22,21ID,Relevant video was found
D-31480-22,21ID,Relevant video was found
D-31483-22,21ID,Relevant video was found
D-24836-22,30S,Relevant video was found
D-31977-22,20,Relevant video was found
D-32007-22,20I,Relevant video was found
D-32035-22,107,Relevant video was found
D-32070-22,94,No relevant video was found
D-29365-22,100,Relevant video was found
D-27003-22,34 S,No relevant video was found
D-29941-22,18,Relevant video was found
D-31265-22,100,No relevant video was found
D-31346-22,103F,No relevant video was found
D-30637-22,62C,Relevant video was found
D-31426-22,20,No relevant video was found
D-31750-22,103F,No relevant video was found
C-03388-22,64J,Relevant video was found
C-03388-22,64J,Relevant video was found
D-31791-22,18,Relevant video was found
D-31828-22,18,Relevant video was found
C-03388-22,64J,Relevant video was found
D-30111-22,64G,Relevant video was found
D-29827-22,103F,No relevant video was found
D-29745-22,29S,Relevant video was found
D-30214-22,100,No relevant video was found
D-29565-22,37,Relevant video was found
D-30640-22,20,Relevant video was found
D-30507-22,22A,Relevant video was found
D-30801-22,94,No relevant video was found
D-30862-22,107,No relevant video was found
D-31134-22,62A,No relevant video was found
D-30777-22,37,Relevant video was found
D-30818-22,64,No relevant video was found
D-25431-22,45,No relevant video was found
D-30889-22,100,Relevant video was found
D-31184-22,67C,No relevant video was found
D-31330-22,20,Relevant video was found
D-29745-22,29U,Relevant video was found
D-31282-22,100,No relevant video was found
D-31875-22,103F,Relevant video was found
D-32013-22,37,No relevant video was found
D-31828-22,18,Relevant video was found
D-31930,18,Relevant video was found
D-26870-22,65,Relevant video was found
D-32379-22,20I,No relevant video was found
D-32453-22,106,Relevant video was found
D-32597-22,20,No relevant video was found
D-32558-22,64G,Relevant video was found
D-32971-22,20I,Relevant video was found
D-32778-22,20,No relevant video was found
D-32895-22,20,Relevant video was found
E-00074-22,21P,Relevant video was found
E-00643-22,94,No relevant video was found
E-00605-22,67A,No relevant video was found
E-01362-22,20,No relevant video was found
D-33305-22,103F,No relevant video was found
D-33322-22,34S,No relevant video was found
E-00551-22,67A,Relevant video was found
E-01007-22,100,No relevant video was found
E-01103-22,94,No relevant video was found
E-01227-22,103F,No relevant video was found
E-01273-22,64K,Relevant video was found
D-33115-22,65,Relevant video was found
D-33216-22,35,Relevant video was found
D-16233-22,65 J,Relevant video was found
D-33362-22,103,Relevant video was found
D-33440-22,35,Relevant video was found
D-33040-22,37,No relevant video was found
D-33295-22,20,No relevant video was found
D-33331-22,20,No relevant video was found
D-33388-22,34C,Relevant video was found
D-33252-22,67,No relevant video was found
D-33804-22,64G,Relevant video was found
D-33801-22,20i,No relevant video was found
D-33886-22,34S,No relevant video was found
D-33980-22,2767A,No relevant video was found
D-34002-22,103,No relevant video was found
D-34246-22,20,No relevant video was found
D-34288-22,20,No relevant video was found
D-34336-22,107,No relevant video was found
D-34377-22,100,No relevant video was found
D-33589-22,20I,No relevant video was found
D-33804-22,64G,No relevant video was found
D-30111-22,64G,Relevant video was found
D-34004-22,20,Relevant video was found
D-30670-22,62C,Relevant video was found
D-33505-22,62C,Relevant video was found
D-34070-22,22A,Relevant video was found
D-34126-22,30S,No relevant video was found
D-33804-22,64G,Relevant video was found
E-00249-22,67S,Relevant video was found
D-31932-22,67A,Relevant video was found
D-34298-22,20 I,Relevant video was found
D-34362-22,37,Relevant video was found
D-34374-22,67 A,Relevant video was found
E-00145-22,64 G,Relevant video was found
D-34472-22,52F,Relevant video was found
D-34414-22,103F,Relevant video was found
D-34494-22,103F,No relevant video was found
E-00133-22,20I,Relevant video was found
E-00152-22,103,Relevant video was found
E-00005-22,95G,Relevant video was found
E-00359-22,100,No relevant video was found
D-00741-22,103F,No relevant video was found
E-00918-22,100I,No relevant video was found
C-22287-22,34S,No relevant video was found
E-00958-22,30S,Relevant video was found
E-01025-22,20,No relevant video was found
E-01041-22,37,Relevant video was found
E-01169-22,21,Relevant video was found
D-32558-22,64 G,Relevant video was found
E-00836-22,30 S,Relevant video was found
E-01222-22,20,No relevant video was found
E-01328-22,64G,Relevant video was found
E-01140-22,62C,Relevant video was found
D-16105-22,30S,Relevant video was found
D-33661-22,966,Relevant video was found
E-01296-22,64G,Relevant video was found
E-02493-22,107,No relevant video was found
E-01623-22,55,Relevant video was found
E-01296-22,64G,Relevant video was found
E-01583-22,20,Relevant video was found
D-32130-22,30S,Relevant video was found
E-01782-22,20,No relevant video was found
E-00836-22,30S,Relevant video was found
E-02572-22,20,No relevant video was found
E-02681-22,20I,No relevant video was found
E-02842-22,20,Relevant video was found
E-03163-22,20,Relevant video was found
E-03313-22,34S,Relevant video was found
E-03543-22,34S,Relevant video was found
E-01296-22,64G,Relevant video was found
D-33322-22,34S,Relevant video was found
E-03177-22,100I,Relevant video was found
E-03439-22,62B,No relevant video was found
E-03683-22,107,No relevant video was found
E-03684-22,34S,Relevant video was found
E-03255-22,94,No relevant video was found
E-03576-22,21,No relevant video was found
E-03592-22,62R,No relevant video was found
E-03607-22,24,Relevant video was found
E-03684-22,94,No relevant video was found
E-01875-22,107,Relevant video was found
E-01944-22,21,Relevant video was found
E-01840-22,20I,Relevant video was found
E-02085-22,35,Relevant video was found
E-02133-22,103,Relevant video was found
E-02052-22,34S,Relevant video was found
E-02117-22,20I,Relevant video was found
E-02338-22,100,No relevant video was found
E-02297-22,56D,No relevant video was found
E-02483-22,103D,No relevant video was found
