item_number,Signal Code,Upon Researching the above item :,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
C2002722,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3671486,525908,3/18/2022 12:42,3/18/2022 12:43,3/18/2022 13:08,3/18/2022 13:57,RTF,REPORT TO FOLLOW,N,2O01,S Claiborne Ave & General Taylor St,70125,2,POINT (-90.09987898 29.94036672)
C2015622,20-I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3715233,564452,3/18/2022 15:08,3/18/2022 15:10,3/18/2022 15:13,3/18/2022 17:47,RTF,REPORT TO FOLLOW,N,7I09,Bullard Ave & S I-10 Service Rd,70128,7,POINT (-89.96030738 30.04498121)
C2024522,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3673161,521087,3/18/2022 16:33,,,3/18/2022 17:10,VOI,VOID,N,6P01,Saint Charles Ave & Amelia St,70115,6,POINT (-90.09475553 29.927059)
C2001722,100,No relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3666623,533430,3/18/2022 12:33,3/18/2022 16:00,3/18/2022 16:19,3/18/2022 17:31,RTF,REPORT TO FOLLOW,N,2T03,S Carrollton Ave & Earhart Blvd,70118,2,POINT (-90.11498136 29.96119106)
C2024722,34C,No relevant video was found,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3687260,536383,3/18/2022 16:40,3/18/2022 16:41,3/18/2022 16:46,3/18/2022 21:53,RTF,REPORT TO FOLLOW,N,5C02,026XX Saint Claude Ave,70117,5,POINT (-90.04971016 29.96869353)
C2030422,103F,Relevant video was found,35,SIMPLE BATTERY,1F,103F,FIGHT,2D,3681866,531980,3/18/2022 17:31,3/18/2022 17:35,3/18/2022 17:41,3/18/2022 19:14,RTF,REPORT TO FOLLOW,N,8D05,007XX Saint Louis St,70130,8,POINT (-90.06689566 29.95675202)
C2103322,100-I,Relevant video was found,100I,HIT & RUN WITH INJURIES,2D,21,COMPLAINT OTHER,1J,3696175,536097,3/19/2022 11:03,,3/19/2022 11:03,3/19/2022 13:10,GOA,GONE ON ARRIVAL,Y,5.00E+02,N Claiborne Ave & Tennessee St,70117,5,POINT (-90.02156501 29.96762965)
C1979522,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3697255,551599,3/18/2022 8:38,3/18/2022 8:45,3/18/2022 9:19,3/18/2022 11:03,RTF,REPORT TO FOLLOW,N,7C01,Chef Menteur Hwy & Stemway Dr,70126,7,POINT (-90.01759198 30.0102196)
C1983422,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3690137,527857,3/18/2022 9:22,3/18/2022 10:30,3/18/2022 11:02,3/18/2022 12:34,RTF,REPORT TO FOLLOW,N,4A03,Whitney Ave & Newton St,70114,4,POINT (-90.04092821 29.94515873)
C2015822,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3681340,536548,3/18/2022 15:09,3/18/2022 16:04,3/18/2022 16:14,3/18/2022 17:37,RTF,REPORT TO FOLLOW,N,1A01,Esplanade Ave & N Claiborne Ave,70116,1,POINT (-90.06839956 29.96932619)
C2206522,20C,Relevant video was found,20C,AUTO ACCIDENT CITY VEHICLE,2C,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3680875,530856,3/20/2022 9:29,3/20/2022 9:30,3/20/2022 9:42,3/20/2022 10:53,RTF,REPORT TO FOLLOW,N,8I01,Canal St & Carondelet St,70112,8,POINT (-90.07006492 29.95369143)
C2137222,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3705501,553805,3/19/2022 17:39,3/19/2022 17:40,3/19/2022 17:41,3/19/2022 23:39,RTF,REPORT TO FOLLOW,N,7F02,045XX Dodt Ave,70126,7,POINT (-89.99145819 30.01602193)
C2137222,30 S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3705501,553805,3/19/2022 17:39,3/19/2022 17:40,3/19/2022 17:41,3/19/2022 23:39,RTF,REPORT TO FOLLOW,N,7F02,045XX Dodt Ave,70126,7,POINT (-89.99145819 30.01602193)
C2233922,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3684824,538018,3/20/2022 14:32,,,3/20/2022 19:45,DUP,DUPLICATE,N,5A04,Elysian Fields Ave & N Claiborne Ave,70117,5,POINT (-90.05734351 29.97326333)
C1247022,64G,Relevant video was found,65,SIMPLE ROBBERY,1D,64G,ARMED ROBBERY WITH GUN,2C,3680048,525185,3/11/2022 23:52,3/11/2022 23:53,3/12/2022 0:01,3/12/2022 1:54,RTF,REPORT TO FOLLOW,N,6.00E+02,001XX Blk Coliseum St,70130,6,POINT (-90.07287519 29.93812254)
C2236722,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3676374,527273,3/20/2022 15:07,3/20/2022 15:08,3/20/2022 15:46,3/20/2022 16:47,RTF,REPORT TO FOLLOW,N,6H02,Martin Luther King Jr Blvd & Freret St,70113,6,POINT (-90.08439992 29.94397306)
C2228722,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3681111,521331,3/20/2022 13:24,3/20/2022 13:25,3/20/2022 13:28,3/20/2022 15:42,RTF,REPORT TO FOLLOW,N,6B02,005XX Blk Saint Mary St,70130,6,POINT (-90.06965086 29.92749237)
C2228722,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3681111,521331,3/20/2022 13:24,3/20/2022 13:25,3/20/2022 13:28,3/20/2022 15:42,RTF,REPORT TO FOLLOW,N,6B02,005XX Blk Saint Mary St,70130,6,POINT (-90.06965086 29.92749237)
C2228722,34S,No relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3681111,521331,3/20/2022 13:24,3/20/2022 13:25,3/20/2022 13:28,3/20/2022 15:42,RTF,REPORT TO FOLLOW,N,6B02,005XX Blk Saint Mary St,70130,6,POINT (-90.06965086 29.92749237)
C2244822,95G,Relevant video was found,107,SUSPICIOUS PERSON,2C,37,AGGRAVATED ASSAULT,2E,3684874,535028,3/20/2022 16:29,3/20/2022 16:33,3/20/2022 16:41,3/20/2022 16:57,GOA,GONE ON ARRIVAL,N,8F03,007XX Elysian Fields Ave,70116,8,POINT (-90.0572915 29.9650388)
C2053322,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3696756,551438,3/18/2022 21:17,3/18/2022 21:24,,3/18/2022 23:56,RTF,REPORT TO FOLLOW,N,7C01,060XX Chef Menteur Hwy,70126,7,POINT (-90.01917607 30.00979195)
C2053322,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3696756,551438,3/18/2022 21:17,3/18/2022 21:24,,3/18/2022 23:56,RTF,REPORT TO FOLLOW,N,7C01,060XX Chef Menteur Hwy,70126,7,POINT (-90.01917607 30.00979195)
C2060322,106,Relevant video was found,106,"OBSCENITY, EXPOSING",2C,106,"OBSCENITY, EXPOSING",2C,3703305,551870,3/18/2022 23:06,3/18/2022 23:34,,3/18/2022 23:35,GOA,GONE ON ARRIVAL,N,7C02,Old Gentilly Rd & Wilson Ave,70126,7,POINT (-89.99846724 30.01077208)
C2081822,35,Relevant video was found,35,SIMPLE BATTERY,1F,21,COMPLAINT OTHER,1J,3681810,532085,3/19/2022 4:37,3/19/2022 4:38,,3/19/2022 6:21,RTF,REPORT TO FOLLOW,N,8D05,Bourbon St & Saint Louis St,70112,8,POINT (-90.06706964 29.95704093)
C2041122,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3684824,538018,3/18/2022 19:00,3/18/2022 19:12,3/18/2022 19:35,3/18/2022 20:45,RTF,REPORT TO FOLLOW,N,5A04,Elysian Fields Ave & N Claiborne Ave,70117,5,POINT (-90.05734351 29.97326333)
C2043922,20,No relevant video was found,21,COMPLAINT OTHER,1J,20,AUTO ACCIDENT,1E,3674639,534107,3/18/2022 19:28,3/18/2022 20:38,3/18/2022 20:40,3/18/2022 21:00,NAT,Necessary Action Taken,N,1H02,S Broad St & Banks St,70119,1,POINT (-90.0896446 29.96281623)
C2046522,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,1A,20,AUTO ACCIDENT,1E,3691466,521910,3/18/2022 19:58,3/18/2022 23:41,3/19/2022 0:17,3/19/2022 0:45,GOA,GONE ON ARRIVAL,N,4B02,021XX Behrman Hwy,70114,4,POINT (-90.03694309 29.92876735)
C2047822,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3700258,534920,3/18/2022 20:15,3/18/2022 20:46,3/18/2022 21:00,3/18/2022 22:31,RTF,REPORT TO FOLLOW,N,5.00E+03,061XX N Claiborne Ave,70117,5,POINT (-90.00871472 29.96426253)
C2140022,24,Relevant video was found,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,3/19/2022 18:10,,3/19/2022 18:10,3/19/2022 19:20,RTF,REPORT TO FOLLOW,Y,3U01,Chef Menteur Hwy & Louisa St,70126,3,POINT (0 0)
C2141122,20,No relevant video was found,100I,HIT & RUN WITH INJURIES,2D,20,AUTO ACCIDENT,1E,3682346,537937,3/19/2022 18:18,3/20/2022 8:41,3/20/2022 9:27,3/20/2022 11:04,RTF,REPORT TO FOLLOW,N,5A02,I-10 E & N Claiborne Ave,70116,5,POINT (-90.06517395 29.97311544)
C2147022,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3681624,533641,3/19/2022 19:17,,,3/19/2022 19:57,VOI,VOID,N,8.00E+01,N Rampart St & Saint Ann St,70116,8,POINT (-90.06760442 29.96132586)
C2153122,100I,Relevant video was found,100I,HIT & RUN WITH INJURIES,2D,100I,HIT & RUN WITH INJURIES,2D,3679874,526521,3/19/2022 20:24,3/19/2022 20:26,,3/19/2022 22:29,RTF,REPORT TO FOLLOW,N,6.00E+04,Saint Charles Ave & Calliope St,70130,6,POINT (-90.0733761 29.9418002)
C2162122,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3675105,528069,3/19/2022 21:55,3/19/2022 21:56,3/19/2022 22:00,3/19/2022 22:51,RTF,REPORT TO FOLLOW,N,6J02,S Claiborne Ave & Martin Luther King Jr Blvd,70113,6,POINT (-90.0883802 29.94620074)
C2034722,62B,No relevant video was found,62B,BUSINESS BURGLARY,1A,62B,BUSINESS BURGLARY,2C,3675497,527480,3/18/2022 18:12,3/19/2022 7:41,3/19/2022 7:46,3/19/2022 7:49,GOA,GONE ON ARRIVAL,N,6J01,026XX Felicity St,70113,6,POINT (-90.08716294 29.94456805)
C2035422,107,No relevant video was found,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3710555,561119,3/18/2022 18:17,,3/18/2022 18:17,3/19/2022 3:20,NAT,Necessary Action Taken,Y,7I03,S I-10 Service Rd & Read Blvd,70127,7,POINT (-89.97521695 30.03596896)
C2058722,99,Relevant video was found,99,RECKLESS DRIVING,1A,99,RECKLESS DRIVING,1F,3696211,551408,3/18/2022 22:43,,,3/18/2022 23:03,NAT,Necessary Action Taken,N,7A01,Chef Menteur Hwy & Downman Rd,70126,7,POINT (-90.0208964 30.00972827)
C1960422,34C,Relevant video was found,34C,AGGRAVATED BATTERY BY CUTTING,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3682822,533415,3/18/2022 4:20,3/18/2022 4:21,3/18/2022 4:27,3/18/2022 6:26,RTF,REPORT TO FOLLOW,N,8.00E+01,009XX Blk Bourbon St,70116,8,POINT (-90.06382707 29.96066807)
C1960422,34 C,Relevant video was found,34C,AGGRAVATED BATTERY BY CUTTING,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3682822,533415,3/18/2022 4:20,3/18/2022 4:21,3/18/2022 4:27,3/18/2022 6:26,RTF,REPORT TO FOLLOW,N,8.00E+01,009XX Blk Bourbon St,70116,8,POINT (-90.06382707 29.96066807)
C2067422,35,No relevant video was found,35,SIMPLE BATTERY,1F,34C,AGGRAVATED BATTERY BY CUTTING,2D,3675144,528131,3/19/2022 0:53,,3/19/2022 0:57,3/19/2022 2:38,RTF,REPORT TO FOLLOW,N,6J02,Martin Luther King Jr Blvd & S Claiborne Ave,70113,6,POINT (-90.08825551 29.94636998)
C2049722,20 I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3680662,532946,3/18/2022 20:38,3/18/2022 20:38,3/18/2022 20:41,3/18/2022 21:43,RTF,REPORT TO FOLLOW,N,1.00E+01,Saint Louis St & Basin St,70112,1,POINT (-90.07066373 29.95944416)
C1516022,67A,Relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3679057,543044,3/14/2022 12:55,,3/15/2022 10:34,3/15/2022 11:45,RTF,REPORT TO FOLLOW,N,1C03,019XX Gentilly Blvd,70119,1,POINT (-90.07538284 29.98725885)
C1516022,67A,Relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3679057,543044,3/14/2022 12:55,,3/15/2022 10:34,3/15/2022 11:45,RTF,REPORT TO FOLLOW,N,1C03,019XX Gentilly Blvd,70119,1,POINT (-90.07538284 29.98725885)
C2076822,64 J,No relevant video was found,64J,CARJACKING,2C,64J,CARJACKING,2C,3691505,549609,3/19/2022 3:01,3/19/2022 3:02,3/19/2022 3:06,3/19/2022 6:37,RTF,REPORT TO FOLLOW,N,3U02,045XX Chef Menteur Hwy,70126,3,POINT (-90.03583128 30.00492825)
C2076822,64J,Relevant video was found,64J,CARJACKING,2C,64J,CARJACKING,2C,3691505,549609,3/19/2022 3:01,3/19/2022 3:02,3/19/2022 3:06,3/19/2022 6:37,RTF,REPORT TO FOLLOW,N,3U02,045XX Chef Menteur Hwy,70126,3,POINT (-90.03583128 30.00492825)
C2095222,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3678123,533056,3/19/2022 9:22,3/19/2022 12:00,3/19/2022 12:06,3/19/2022 13:43,RTF,REPORT TO FOLLOW,N,1I02,Canal St & N Derbigny St,70112,1,POINT (-90.07867885 29.95982383)
C2108322,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3681331,530134,3/19/2022 12:09,3/19/2022 15:23,3/19/2022 15:38,3/19/2022 16:48,RTF,REPORT TO FOLLOW,N,8G04,Camp St & Common St,70130,8,POINT (-90.06865181 29.9516918)
C2094322,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3679971,526677,3/19/2022 9:11,3/19/2022 12:20,3/19/2022 12:27,3/19/2022 14:30,RTF,REPORT TO FOLLOW,N,6.00E+04,Saint Charles Ave & Calliope St,70130,6,POINT (-90.07306622 29.94222544)
C2187822,42,Relevant video was found,42,AGGRAVATED RAPE,2C,37,AGGRAVATED ASSAULT,2E,37369000,3513814,3/20/2022 4:02,,3/20/2022 4:20,3/20/2022 11:30,RTF,REPORT TO FOLLOW,N,5Q02,Pleasure St & Piety St,70126,5,POINT (0 0)
C2187822,42,Relevant video was found,42,AGGRAVATED RAPE,2C,37,AGGRAVATED ASSAULT,2E,37369000,3513814,3/20/2022 4:02,,3/20/2022 4:20,3/20/2022 11:30,RTF,REPORT TO FOLLOW,N,5Q02,Pleasure St & Piety St,70126,5,POINT (0 0)
C2237122,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3682563,528878,3/20/2022 15:13,,,3/20/2022 18:46,VOI,VOID,N,8A02,Poydras St & Convention Center Blvd,70130,8,POINT (-90.06480305 29.94820008)
C2241522,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3696455,520681,3/20/2022 15:52,,3/20/2022 15:52,3/20/2022 17:43,RTF,REPORT TO FOLLOW,Y,4J01,Westbend Pkwy & General De Gaulle Dr,70114,4,POINT (-90.02123854 29.9252305)
C2262522,18,Relevant video was found,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3661311,531341,3/20/2022 19:36,,3/20/2022 19:36,3/20/2022 19:41,NAT,Necessary Action Taken,Y,2K02,Eagle St & Green St,70118,2,POINT (-90.13182447 29.95560332)
C2273822,21,Relevant video was found,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3663229,535010,3/20/2022 21:49,3/20/2022 21:54,3/20/2022 21:56,3/20/2022 22:39,NAT,Necessary Action Taken,N,2S01,Hamilton St & Earhart Blvd,70118,2,POINT (-90.12564694 29.96563507)
C2116822,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3675855,529236,3/19/2022 13:53,3/19/2022 15:24,3/19/2022 15:30,3/19/2022 16:49,RTF,REPORT TO FOLLOW,N,6J03,Earhart Blvd & S Claiborne Ave,70125,6,POINT (-90.08597202 29.94938682)
C2093622,67A,Relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3706911,514936,3/19/2022 8:58,,3/19/2022 10:59,3/19/2022 12:30,RTF,REPORT TO FOLLOW,N,4.00E+03,063XX Woodland Hwy,70131,4,POINT (-89.9884454 29.90910172)
C2093622,67A,Relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3706911,514936,3/19/2022 8:58,,3/19/2022 10:59,3/19/2022 12:30,RTF,REPORT TO FOLLOW,N,4.00E+03,063XX Woodland Hwy,70131,4,POINT (-89.9884454 29.90910172)
C2125922,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3682366,532815,3/19/2022 15:40,3/19/2022 15:42,3/19/2022 15:55,3/19/2022 19:15,RTF,REPORT TO FOLLOW,N,8D06,Bourbon St & Orleans Ave,70116,8,POINT (-90.06528938 29.95903166)
C2259822,20 I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3680391,528028,3/20/2022 19:02,,3/20/2022 19:36,3/20/2022 22:46,RTF,REPORT TO FOLLOW,N,8G03,Julia St & Saint Charles Ave,70130,8,POINT (-90.07169088 29.94593003)
C2264622,99,Relevant video was found,99,RECKLESS DRIVING,1F,99,RECKLESS DRIVING,1F,3696211,551408,3/20/2022 19:59,3/20/2022 20:05,3/20/2022 20:08,3/20/2022 22:35,NAT,Necessary Action Taken,N,7A01,Chef Menteur Hwy & Downman Rd,70126,7,POINT (-90.0208964 30.00972827)
C2271322,65 J,No relevant video was found,65J,CARJACKING- NO WEAPON,2C,64J,CARJACKING,2C,3674985,540855,3/20/2022 21:14,3/20/2022 21:15,3/20/2022 21:20,3/20/2022 23:25,RTF,REPORT TO FOLLOW,N,1N02,014XX Moss St,70119,1,POINT (-90.08832175 29.98136133)
C2271322,65J,Relevant video was found,65J,CARJACKING- NO WEAPON,2C,64J,CARJACKING,2C,3674985,540855,3/20/2022 21:14,3/20/2022 21:15,3/20/2022 21:20,3/20/2022 23:25,RTF,REPORT TO FOLLOW,N,1N02,014XX Moss St,70119,1,POINT (-90.08832175 29.98136133)
C2271322,65J,Relevant video was found,65J,CARJACKING- NO WEAPON,2C,64J,CARJACKING,2C,3674985,540855,3/20/2022 21:14,3/20/2022 21:15,3/20/2022 21:20,3/20/2022 23:25,RTF,REPORT TO FOLLOW,N,1N02,014XX Moss St,70119,1,POINT (-90.08832175 29.98136133)
C2274522,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3672629,526285,3/20/2022 21:57,3/20/2022 23:35,3/20/2022 23:35,3/21/2022 0:52,RTF,REPORT TO FOLLOW,N,6I04,S Claiborne Ave & Toledano St,70115,6,POINT (-90.09625825 29.9413687)
C2142622,18,Relevant video was found,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3688102,527565,3/19/2022 18:31,,3/19/2022 18:31,3/19/2022 19:45,NAT,Necessary Action Taken,Y,4A02,Elmira Ave & Diana St,70114,4,POINT (-90.04736145 29.94442041)
C2142922,18,Relevant video was found,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3681439,530426,3/19/2022 18:32,,3/19/2022 18:32,3/19/2022 18:42,NAT,Necessary Action Taken,Y,8G04,Canal St & Camp St,70130,8,POINT (-90.06830063 29.95249033)
C2150022,18,Relevant video was found,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3680607,530503,3/19/2022 19:47,,3/19/2022 19:47,3/19/2022 20:17,NAT,Necessary Action Taken,Y,8I01,Carondelet St & Common St,70112,8,POINT (-90.0709225 29.95272717)
C2188922,65,No relevant video was found,65,SIMPLE ROBBERY,1D,67,THEFT,1G,3681953,531976,3/20/2022 4:28,,3/20/2022 4:28,3/20/2022 6:04,RTF,REPORT TO FOLLOW,Y,8D05,007XX Blk Saint Louis St,70130,8,POINT (-90.06662162 29.95673692)
C2253422,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3684824,538018,3/20/2022 18:01,,3/20/2022 18:01,3/20/2022 20:25,RTF,REPORT TO FOLLOW,Y,5A04,Elysian Fields Ave & N Claiborne Av,70117,5,POINT (-90.05734351 29.97326333)
C2255822,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3672714,540033,3/20/2022 18:24,3/20/2022 22:56,3/20/2022 23:07,3/20/2022 23:20,GOA,GONE ON ARRIVAL,N,1M02,Orleans Ave & N Carrollton Ave,70119,1,POINT (-90.09552098 29.97916757)
C2275622,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3672209,526083,3/20/2022 22:11,3/20/2022 23:36,3/20/2022 23:44,3/20/2022 23:45,GOA,GONE ON ARRIVAL,N,2O01,Louisiana Ave & S Claiborne Ave,70125,2,POINT (-90.09759204 29.9408269)
C2279822,56,Relevant video was found,56,SIMPLE CRIMINAL DAMAGE,1F,21,COMPLAINT OTHER,1J,3681162,531309,3/20/2022 23:34,3/20/2022 23:35,3/20/2022 23:38,3/21/2022 0:29,RTF,REPORT TO FOLLOW,N,8D04,002XX Bourbon St,70112,8,POINT (-90.06914493 29.9549271)
C0739922,65P,Relevant video was found,65P,"SIMPLE ROBBERY, PROPERTY SNATCHING",2D,65,SIMPLE ROBBERY,1D,3678986,540563,3/7/2022 17:41,3/7/2022 17:42,3/7/2022 17:47,3/7/2022 19:59,RTF,REPORT TO FOLLOW,N,1C01,016XX Paul Morphy St,70119,1,POINT (-90.07569381 29.98043829)
C2158222,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682037,540701,3/19/2022 21:14,,3/19/2022 21:21,3/20/2022 0:18,RTF,REPORT TO FOLLOW,N,5K02,023XX Blk New Orleans St,70119,5,POINT (-90.06605227 29.98072421)
C2170722,106,Relevant video was found,24,MEDICAL,2D,106,"OBSCENITY, EXPOSING",2C,37369000,3513814,3/20/2022 0:00,3/20/2022 0:38,3/20/2022 0:42,3/20/2022 1:25,NAT,Necessary Action Taken,N,6Q05,2nd St & Dryades St,70113,6,POINT (0 0)
C2165322,67A,No relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3717345,566989,3/19/2022 22:37,3/20/2022 0:05,,3/20/2022 0:31,RTF,REPORT TO FOLLOW,N,7K03,123XX N I-10 Service Rd,70128,7,POINT (-89.95353703 30.0518873)
C2180122,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682232,532717,3/20/2022 2:05,3/20/2022 2:06,3/20/2022 2:09,3/20/2022 4:41,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116,8,POINT (-90.06571441 29.95876616)
C2180122,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682232,532717,3/20/2022 2:05,3/20/2022 2:06,3/20/2022 2:09,3/20/2022 4:41,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116,8,POINT (-90.06571441 29.95876616)
C2180122,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682232,532717,3/20/2022 2:05,3/20/2022 2:06,3/20/2022 2:09,3/20/2022 4:41,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116,8,POINT (-90.06571441 29.95876616)
C2180122,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682232,532717,3/20/2022 2:05,3/20/2022 2:06,3/20/2022 2:09,3/20/2022 4:41,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116,8,POINT (-90.06571441 29.95876616)
C2180122,30 S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682232,532717,3/20/2022 2:05,3/20/2022 2:06,3/20/2022 2:09,3/20/2022 4:41,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116,8,POINT (-90.06571441 29.95876616)
C2180122,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682232,532717,3/20/2022 2:05,3/20/2022 2:06,3/20/2022 2:09,3/20/2022 4:41,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116,8,POINT (-90.06571441 29.95876616)
C2180122,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682232,532717,3/20/2022 2:05,3/20/2022 2:06,3/20/2022 2:09,3/20/2022 4:41,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116,8,POINT (-90.06571441 29.95876616)
C2258622,18,Relevant video was found,TS,TRAFFIC STOP,1J,21,COMPLAINT OTHER,1J,3682292,532671,3/20/2022 18:54,,3/20/2022 18:54,3/20/2022 19:17,NAT,Necessary Action Taken,Y,8D06,007XX Bourbon St,70116,8,POINT (-90.06552767 29.95863827)
C2287822,58R,No relevant video was found,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,3684724,539249,3/21/2022 1:51,,3/21/2022 1:51,3/21/2022 5:38,NAT,Necessary Action Taken,Y,5A03,N Prieur St & Elysian Fields Ave,70116,5,POINT (-90.05761637 29.97665012)
C2290122,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3676508,547133,3/21/2022 3:01,3/21/2022 3:02,3/21/2022 3:07,3/21/2022 6:35,RTF,REPORT TO FOLLOW,N,3M01,041XX Encampment St,70122,3,POINT (-90.08329496 29.99857888)
